Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.04    0.00  151649/151649      Vec3 const& std::forward<Vec3 const&>(std::remove_reference<Vec3 const&>::type&) [59]
-----------------------------------------------
                0.05    0.06  246252/246252      findFirstCollision(Ray const&, std::vector<Object*, std::allocator<Object*> > const&) [3]
[40]     0.8    0.05    0.06  246252         HitInfo::HitInfo() [40]
                0.06    0.00  511558/5656067     Vec3::Vec3() [15]
-----------------------------------------------
                0.04    0.07  274235/274235      calculateColor(Ray const&, std::vector<Object*, std::allocator<Object*> > const&, int) [2]
[41]     0.7    0.04    0.07  274235         Ray::Ray() [41]
                0.07    0.00  535599/5656067     Vec3::Vec3() [15]
-----------------------------------------------
                0.06    0.05  241260/241260      findFirstCollision(Ray const&, std::vector<Object*, std::allocator<Object*> > const&) [3]
[42]     0.7    0.06    0.05  241260         std::vector<Object*, std::allocator<Object*> >::end() const [42]
                0.05    0.00  242389/504412      __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > >::__normal_iterator(Object* const* const&) [44]
-----------------------------------------------
                0.10    0.00 1521710/1521710     findFirstCollision(Ray const&, std::vector<Object*, std::allocator<Object*> > const&) [3]
[43]     0.7    0.10    0.00 1521710         __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > >::operator++() [43]
-----------------------------------------------
                0.05    0.00  242389/504412      std::vector<Object*, std::allocator<Object*> >::end() const [42]
                0.05    0.00  262023/504412      std::vector<Object*, std::allocator<Object*> >::begin() const [47]
[44]     0.7    0.10    0.00  504412         __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > >::__normal_iterator(Object* const* const&) [44]
-----------------------------------------------
                0.09    0.00 1723126/1723126     findFirstCollision(Ray const&, std::vector<Object*, std::allocator<Object*> > const&) [3]
[45]     0.6    0.09    0.00 1723126         __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > >::operator*() const [45]
-----------------------------------------------
                0.09    0.00  551717/551717      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [6]
[46]     0.6    0.09    0.00  551717         std::uniform_real_distribution<double>::param_type::a() const [46]
-----------------------------------------------
                0.04    0.05  270038/270038      findFirstCollision(Ray const&, std::vector<Object*, std::allocator<Object*> > const&) [3]
[47]     0.6    0.04    0.05  270038         std::vector<Object*, std::allocator<Object*> >::begin() const [47]
                0.05    0.00  262023/504412      __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > >::__normal_iterator(Object* const* const&) [44]
-----------------------------------------------
                0.08    0.00  594612/594612      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [6]
[48]     0.6    0.08    0.00  594612         std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [48]
-----------------------------------------------
                0.00    0.07   23303/23303       std::vector<Vec3, std::allocator<Vec3> >::vector(unsigned long, Vec3 const&, std::allocator<Vec3> const&) [24]
[49]     0.5    0.00    0.07   23303         std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_base(unsigned long, std::allocator<Vec3> const&) [49]
                0.04    0.03   23624/23624       std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_create_storage(unsigned long) [51]
                0.00    0.01   21876/21876       std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_impl::_Vector_impl(std::allocator<Vec3> const&) [93]
-----------------------------------------------
                                                 <spontaneous>
[50]     0.5    0.07    0.00                 _init [50]
-----------------------------------------------
                0.04    0.03   23624/23624       std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_base(unsigned long, std::allocator<Vec3> const&) [49]
[51]     0.5    0.04    0.03   23624         std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_create_storage(unsigned long) [51]
                0.01    0.02   22049/22049       std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_allocate(unsigned long) [64]
-----------------------------------------------
                0.03    0.03  254076/254076      calculateColor(Ray const&, std::vector<Object*, std::allocator<Object*> > const&, int) [2]
[52]     0.4    0.03    0.03  254076         Vec3::operator*(Vec3 const&) const [52]
                0.03    0.00  269390/3318263     Vec3::Vec3(double, double, double) [20]
-----------------------------------------------
                                                 <spontaneous>
[53]     0.4    0.06    0.00                 AABB::~AABB() [53]
-----------------------------------------------
                0.05    0.00  854336/854336      double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [9]
[54]     0.3    0.05    0.00  854336         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min() [54]
-----------------------------------------------
                0.00    0.00       6/160382      void __gnu_cxx::new_allocator<Object*>::construct<Object*, Object*>(Object**, Object*&&) [97]
                0.05    0.00  160376/160382      void std::_Construct<Vec3, Vec3 const&>(Vec3*, Vec3 const&) [39]
[55]     0.3    0.05    0.00  160382         operator new(unsigned long, void*) [55]
-----------------------------------------------
                0.05    0.00  117829/117829      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [6]
[56]     0.3    0.05    0.00  117829         std::uniform_real_distribution<double>::param_type::b() const [56]
-----------------------------------------------
                0.03    0.02    9591/9591        _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
[57]     0.3    0.03    0.02    9591         std::allocator<Vec3>::allocator() [57]
                0.02    0.00   11923/11923       __gnu_cxx::new_allocator<Vec3>::new_allocator() [74]
-----------------------------------------------
                0.04    0.00  382139/382139      bool __gnu_cxx::operator!=<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >(__gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > > const&, __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > > const&) [36]
[58]     0.3    0.04    0.00  382139         __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >::base() const [58]
-----------------------------------------------
                0.04    0.00  151649/151649      void std::_Construct<Vec3, Vec3 const&>(Vec3*, Vec3 const&) [39]
[59]     0.3    0.04    0.00  151649         Vec3 const& std::forward<Vec3 const&>(std::remove_reference<Vec3 const&>::type&) [59]
-----------------------------------------------
                0.02    0.02   19116/19116       std::vector<Vec3, std::allocator<Vec3> >::vector(unsigned long, Vec3 const&, std::allocator<Vec3> const&) [24]
[60]     0.3    0.02    0.02   19116         std::vector<Vec3, std::allocator<Vec3> >::_S_check_init_len(unsigned long, std::allocator<Vec3> const&) [60]
                0.01    0.00   20052/20052       std::vector<Vec3, std::allocator<Vec3> >::_S_max_size(std::allocator<Vec3> const&) [88]
                0.00    0.00   19301/39340       std::allocator<Vec3>::allocator(std::allocator<Vec3> const&) [85]
                0.00    0.00   21392/54882       std::allocator<Vec3>::~allocator() [84]
-----------------------------------------------
                0.00    0.04   11349/11349       _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
[61]     0.3    0.00    0.04   11349         std::vector<Vec3, std::allocator<Vec3> >::~vector() [61]
                0.00    0.03   18430/18430       std::_Vector_base<Vec3, std::allocator<Vec3> >::~_Vector_base() [66]
                0.01    0.00   14367/33666       std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_get_Tp_allocator() [71]
                0.00    0.00   15654/15654       void std::_Destroy<Vec3*, Vec3>(Vec3*, Vec3*, std::allocator<Vec3>&) [118]
-----------------------------------------------
                0.03    0.01   50852/50852       calculateColor(Ray const&, std::vector<Object*, std::allocator<Object*> > const&, int) [2]
[62]     0.2    0.03    0.01   50852         operator*(double, Vec3 const&) [62]
                0.01    0.00   52217/3318263     Vec3::Vec3(double, double, double) [20]
-----------------------------------------------
                0.03    0.00    5806/5806        _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
[63]     0.2    0.03    0.00    5806         std::vector<Vec3, std::allocator<Vec3> >::begin() [63]
                0.00    0.00   11400/26216       __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >::__normal_iterator(Vec3* const&) [86]
-----------------------------------------------
                0.01    0.02   22049/22049       std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_create_storage(unsigned long) [51]
[64]     0.2    0.01    0.02   22049         std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_allocate(unsigned long) [64]
                0.00    0.02   21924/21924       std::allocator_traits<std::allocator<Vec3> >::allocate(std::allocator<Vec3>&, unsigned long) [73]
-----------------------------------------------
                0.02    0.01   66203/66203       Lambertian::randomInHemisphere(Vec3 const&) const [11]
[65]     0.2    0.02    0.01   66203         Vec3::operator-() [65]
                0.01    0.00   83214/3318263     Vec3::Vec3(double, double, double) [20]
-----------------------------------------------
                0.00    0.03   18430/18430       std::vector<Vec3, std::allocator<Vec3> >::~vector() [61]
[66]     0.2    0.00    0.03   18430         std::_Vector_base<Vec3, std::allocator<Vec3> >::~_Vector_base() [66]
                0.01    0.01   20642/20642       std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_deallocate(Vec3*, unsigned long) [67]
                0.00    0.00   15812/15812       std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_impl::~_Vector_impl() [94]
-----------------------------------------------
                0.01    0.01   20642/20642       std::_Vector_base<Vec3, std::allocator<Vec3> >::~_Vector_base() [66]
[67]     0.2    0.01    0.01   20642         std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_deallocate(Vec3*, unsigned long) [67]
                0.00    0.01   19654/19654       std::allocator_traits<std::allocator<Vec3> >::deallocate(std::allocator<Vec3>&, Vec3*, unsigned long) [89]
-----------------------------------------------
                0.02    0.00  162151/162151      _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
[68]     0.1    0.02    0.00  162151         __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >::operator++() [68]
-----------------------------------------------
                0.02    0.00  154747/154747      Lambertian::scatter(Ray const&, HitInfo const&, Vec3&, Ray&) const [10]
[69]     0.1    0.02    0.00  154747         Vec3::nearZero() const [69]
-----------------------------------------------
                0.02    0.00  150385/150385      Vec3* std::__uninitialized_fill_n<false>::__uninit_fill_n<Vec3*, unsigned long, Vec3>(Vec3*, unsigned long, Vec3 const&) [34]
[70]     0.1    0.02    0.00  150385         Vec3* std::__addressof<Vec3>(Vec3&) [70]
-----------------------------------------------
                0.01    0.00   14367/33666       std::vector<Vec3, std::allocator<Vec3> >::~vector() [61]
                0.01    0.00   19299/33666       std::vector<Vec3, std::allocator<Vec3> >::_M_fill_initialize(unsigned long, Vec3 const&) [30]
[71]     0.1    0.02    0.00   33666         std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_get_Tp_allocator() [71]
-----------------------------------------------
                0.02    0.00   22297/22297       std::allocator_traits<std::allocator<Vec3> >::allocate(std::allocator<Vec3>&, unsigned long) [73]
[72]     0.1    0.02    0.00   22297         __gnu_cxx::new_allocator<Vec3>::allocate(unsigned long, void const*) [72]
                0.00    0.00   24563/48470       __gnu_cxx::new_allocator<Vec3>::_M_max_size() const [111]
-----------------------------------------------
                0.00    0.02   21924/21924       std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_allocate(unsigned long) [64]
[73]     0.1    0.00    0.02   21924         std::allocator_traits<std::allocator<Vec3> >::allocate(std::allocator<Vec3>&, unsigned long) [73]
                0.02    0.00   22297/22297       __gnu_cxx::new_allocator<Vec3>::allocate(unsigned long, void const*) [72]
-----------------------------------------------
                0.02    0.00   11923/11923       std::allocator<Vec3>::allocator() [57]
[74]     0.1    0.02    0.00   11923         __gnu_cxx::new_allocator<Vec3>::new_allocator() [74]
-----------------------------------------------
                0.02    0.00       1/1           _GLOBAL__sub_I__ZN6CameraC2ERK4Vec3S2_S2_dd [76]
[75]     0.1    0.02    0.00       1         __static_initialization_and_destruction_0(int, int) [75]
-----------------------------------------------
                                                 <spontaneous>
[76]     0.1    0.00    0.02                 _GLOBAL__sub_I__ZN6CameraC2ERK4Vec3S2_S2_dd [76]
                0.02    0.00       1/1           __static_initialization_and_destruction_0(int, int) [75]
-----------------------------------------------
                0.00    0.02   18008/18008       Sphere::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const [21]
[77]     0.1    0.00    0.02   18008         Sphere::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const::{lambda(double)#1}::operator()(double) const [77]
                0.00    0.01    7815/215538      Ray::at(double) const [28]
                0.00    0.01    9193/310018      Vec3::normalize() const [29]
                0.00    0.00    9443/374288      Vec3::operator-(Vec3 const&) const [37]
-----------------------------------------------
                                                 <spontaneous>
[78]     0.1    0.00    0.01                 main [78]
                0.00    0.01       1/1           render(double, double, std::vector<Object*, std::allocator<Object*> > const&, char*, Vec3 const&, Vec3 const&, Vec3 const&, double, int, int) [79]
                0.00    0.00       1/1           createScene() [96]
                0.00    0.00       3/5656067     Vec3::Vec3() [15]
                0.00    0.00       3/3318263     Vec3::Vec3(double, double, double) [20]
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [200]
                0.00    0.00       1/1           std::chrono::duration<double, std::ratio<1l, 1l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [197]
                0.00    0.00       1/2           std::chrono::duration<double, std::ratio<1l, 1l> >::count() const [175]
                0.00    0.00       1/1           std::vector<Object*, std::allocator<Object*> >::~vector() [203]
-----------------------------------------------
                0.00    0.01       1/1           main [78]
[79]     0.1    0.00    0.01       1         render(double, double, std::vector<Object*, std::allocator<Object*> > const&, char*, Vec3 const&, Vec3 const&, Vec3 const&, double, int, int) [79]
                0.00    0.01       1/1           Camera::Camera(Vec3 const&, Vec3 const&, Vec3 const&, double, double) [80]
                0.00    0.00       1/1           img2rgb(unsigned int, unsigned int, double*) [182]
                0.00    0.00       1/1           writePPM(char*, unsigned int, unsigned int, unsigned char*) [183]
-----------------------------------------------
                0.00    0.01       1/1           render(double, double, std::vector<Object*, std::allocator<Object*> > const&, char*, Vec3 const&, Vec3 const&, Vec3 const&, double, int, int) [79]
[80]     0.1    0.00    0.01       1         Camera::Camera(Vec3 const&, Vec3 const&, Vec3 const&, double, double) [80]
                0.01    0.00       2/2           Vec3::cross(Vec3 const&) const [81]
                0.00    0.00       6/416073      Vec3::operator*(double) const [38]
                0.00    0.00       2/310018      Vec3::normalize() const [29]
                0.00    0.00       4/374288      Vec3::operator-(Vec3 const&) const [37]
                0.00    0.00       4/5656067     Vec3::Vec3() [15]
-----------------------------------------------
                0.01    0.00       2/2           Camera::Camera(Vec3 const&, Vec3 const&, Vec3 const&, double, double) [80]
[81]     0.1    0.01    0.00       2         Vec3::cross(Vec3 const&) const [81]
                0.00    0.00       2/3318263     Vec3::Vec3(double, double, double) [20]
-----------------------------------------------
                0.01    0.00  268186/268186      _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
[82]     0.1    0.01    0.00  268186         std::vector<Vec3, std::allocator<Vec3> >::operator[](unsigned long) [82]
-----------------------------------------------
                0.01    0.00  175562/175562      _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
[83]     0.1    0.01    0.00  175562         __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >::operator*() const [83]
-----------------------------------------------
                0.00    0.00   16414/54882       _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
                0.00    0.00   17076/54882       std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_impl::~_Vector_impl() [94]
                0.00    0.00   21392/54882       std::vector<Vec3, std::allocator<Vec3> >::_S_check_init_len(unsigned long, std::allocator<Vec3> const&) [60]
[84]     0.1    0.01    0.00   54882         std::allocator<Vec3>::~allocator() [84]
                0.00    0.00   64826/64826       __gnu_cxx::new_allocator<Vec3>::~new_allocator() [110]
-----------------------------------------------
                0.00    0.00   19301/39340       std::vector<Vec3, std::allocator<Vec3> >::_S_check_init_len(unsigned long, std::allocator<Vec3> const&) [60]
                0.01    0.00   20039/39340       std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_impl::_Vector_impl(std::allocator<Vec3> const&) [93]
[85]     0.1    0.01    0.00   39340         std::allocator<Vec3>::allocator(std::allocator<Vec3> const&) [85]
                0.00    0.00   42059/42059       __gnu_cxx::new_allocator<Vec3>::new_allocator(__gnu_cxx::new_allocator<Vec3> const&) [112]
-----------------------------------------------
                0.00    0.00   11400/26216       std::vector<Vec3, std::allocator<Vec3> >::begin() [63]
                0.01    0.00   14816/26216       std::vector<Vec3, std::allocator<Vec3> >::end() [92]
[86]     0.1    0.01    0.00   26216         __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >::__normal_iterator(Vec3* const&) [86]
-----------------------------------------------
                0.01    0.00   21020/21020       std::allocator_traits<std::allocator<Vec3> >::deallocate(std::allocator<Vec3>&, Vec3*, unsigned long) [89]
[87]     0.1    0.01    0.00   21020         __gnu_cxx::new_allocator<Vec3>::deallocate(Vec3*, unsigned long) [87]
-----------------------------------------------
                0.01    0.00   20052/20052       std::vector<Vec3, std::allocator<Vec3> >::_S_check_init_len(unsigned long, std::allocator<Vec3> const&) [60]
[88]     0.1    0.01    0.00   20052         std::vector<Vec3, std::allocator<Vec3> >::_S_max_size(std::allocator<Vec3> const&) [88]
                0.00    0.00   22975/22983       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [114]
                0.00    0.00   19160/19160       std::allocator_traits<std::allocator<Vec3> >::max_size(std::allocator<Vec3> const&) [116]
-----------------------------------------------
                0.00    0.01   19654/19654       std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_deallocate(Vec3*, unsigned long) [67]
[89]     0.1    0.00    0.01   19654         std::allocator_traits<std::allocator<Vec3> >::deallocate(std::allocator<Vec3>&, Vec3*, unsigned long) [89]
                0.01    0.00   21020/21020       __gnu_cxx::new_allocator<Vec3>::deallocate(Vec3*, unsigned long) [87]
-----------------------------------------------
                0.01    0.00       1/1           _GLOBAL__sub_I__ZNK3Ray2atEd [91]
[90]     0.1    0.01    0.00       1         __static_initialization_and_destruction_0(int, int) [90]
-----------------------------------------------
                                                 <spontaneous>
[91]     0.1    0.00    0.01                 _GLOBAL__sub_I__ZNK3Ray2atEd [91]
                0.01    0.00       1/1           __static_initialization_and_destruction_0(int, int) [90]
-----------------------------------------------
                0.00    0.01   13047/13047       _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
[92]     0.0    0.00    0.01   13047         std::vector<Vec3, std::allocator<Vec3> >::end() [92]
                0.01    0.00   14816/26216       __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >::__normal_iterator(Vec3* const&) [86]
-----------------------------------------------
                0.00    0.01   21876/21876       std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_base(unsigned long, std::allocator<Vec3> const&) [49]
[93]     0.0    0.00    0.01   21876         std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_impl::_Vector_impl(std::allocator<Vec3> const&) [93]
                0.01    0.00   20039/39340       std::allocator<Vec3>::allocator(std::allocator<Vec3> const&) [85]
                0.00    0.00   24370/24370       std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_impl_data::_Vector_impl_data() [113]
-----------------------------------------------
                0.00    0.00   15812/15812       std::_Vector_base<Vec3, std::allocator<Vec3> >::~_Vector_base() [66]
[94]     0.0    0.00    0.00   15812         std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_impl::~_Vector_impl() [94]
                0.00    0.00   17076/54882       std::allocator<Vec3>::~allocator() [84]
-----------------------------------------------
                0.00    0.00   20764/20764       _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
[95]     0.0    0.00    0.00   20764         Vec3::operator/(double) const [95]
                0.00    0.00   21669/3318263     Vec3::Vec3(double, double, double) [20]
-----------------------------------------------
                0.00    0.00       1/1           main [78]
[96]     0.0    0.00    0.00       1         createScene() [96]
                0.00    0.00       6/6           std::vector<Object*, std::allocator<Object*> >::push_back(Object*&&) [100]
                0.00    0.00      15/3318263     Vec3::Vec3(double, double, double) [20]
                0.00    0.00       5/5           AABB::AABB(Material*, Vec3 const&, Vec3 const&) [159]
                0.00    0.00       4/4           Lambertian::Lambertian(Vec3 const&) [162]
                0.00    0.00       1/1           std::vector<Object*, std::allocator<Object*> >::vector() [202]
                0.00    0.00       1/1           Sphere::Sphere(Material*, double, Vec3 const&) [184]
-----------------------------------------------
                0.00    0.00       6/6           void std::allocator_traits<std::allocator<Object*> >::construct<Object*, Object*>(std::allocator<Object*>&, Object**, Object*&&) [98]
[97]     0.0    0.00    0.00       6         void __gnu_cxx::new_allocator<Object*>::construct<Object*, Object*>(Object**, Object*&&) [97]
                0.00    0.00       6/160382      operator new(unsigned long, void*) [55]
                0.00    0.00       6/22          Object*&& std::forward<Object*>(std::remove_reference<Object*>::type&) [125]
-----------------------------------------------
                0.00    0.00       2/6           Object*& std::vector<Object*, std::allocator<Object*> >::emplace_back<Object*>(Object*&&) [99]
                0.00    0.00       4/6           void std::vector<Object*, std::allocator<Object*> >::_M_realloc_insert<Object*>(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >, Object*&&) [101]
[98]     0.0    0.00    0.00       6         void std::allocator_traits<std::allocator<Object*> >::construct<Object*, Object*>(std::allocator<Object*>&, Object**, Object*&&) [98]
                0.00    0.00       6/6           void __gnu_cxx::new_allocator<Object*>::construct<Object*, Object*>(Object**, Object*&&) [97]
                0.00    0.00       6/22          Object*&& std::forward<Object*>(std::remove_reference<Object*>::type&) [125]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Object*, std::allocator<Object*> >::push_back(Object*&&) [100]
[99]     0.0    0.00    0.00       6         Object*& std::vector<Object*, std::allocator<Object*> >::emplace_back<Object*>(Object*&&) [99]
                0.00    0.00       4/4           void std::vector<Object*, std::allocator<Object*> >::_M_realloc_insert<Object*>(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >, Object*&&) [101]
                0.00    0.00       2/6           void std::allocator_traits<std::allocator<Object*> >::construct<Object*, Object*>(std::allocator<Object*>&, Object**, Object*&&) [98]
                0.00    0.00       6/22          Object*&& std::forward<Object*>(std::remove_reference<Object*>::type&) [125]
                0.00    0.00       6/6           std::vector<Object*, std::allocator<Object*> >::back() [157]
                0.00    0.00       4/10          std::vector<Object*, std::allocator<Object*> >::end() [130]
-----------------------------------------------
                0.00    0.00       6/6           createScene() [96]
[100]    0.0    0.00    0.00       6         std::vector<Object*, std::allocator<Object*> >::push_back(Object*&&) [100]
                0.00    0.00       6/6           Object*& std::vector<Object*, std::allocator<Object*> >::emplace_back<Object*>(Object*&&) [99]
                0.00    0.00       6/6           std::remove_reference<Object*&>::type&& std::move<Object*&>(Object*&) [158]
-----------------------------------------------
                0.00    0.00       4/4           Object*& std::vector<Object*, std::allocator<Object*> >::emplace_back<Object*>(Object*&&) [99]
[101]    0.0    0.00    0.00       4         void std::vector<Object*, std::allocator<Object*> >::_M_realloc_insert<Object*>(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >, Object*&&) [101]
                0.00    0.00       4/6           void std::allocator_traits<std::allocator<Object*> >::construct<Object*, Object*>(std::allocator<Object*>&, Object**, Object*&&) [98]
                0.00    0.00       8/9           std::_Vector_base<Object*, std::allocator<Object*> >::_M_get_Tp_allocator() [131]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::base() const [127]
                0.00    0.00       8/8           std::vector<Object*, std::allocator<Object*> >::_S_relocate(Object**, Object**, Object**, std::allocator<Object*>&) [145]
                0.00    0.00       4/4           std::vector<Object*, std::allocator<Object*> >::_M_check_len(unsigned long, char const*) const [167]
                0.00    0.00       4/4           std::vector<Object*, std::allocator<Object*> >::begin() [171]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::difference_type __gnu_cxx::operator-<Object**, std::vector<Object*, std::allocator<Object*> > >(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > > const&, __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > > const&) [166]
                0.00    0.00       4/4           std::_Vector_base<Object*, std::allocator<Object*> >::_M_allocate(unsigned long) [168]
                0.00    0.00       4/22          Object*&& std::forward<Object*>(std::remove_reference<Object*>::type&) [125]
                0.00    0.00       4/5           std::_Vector_base<Object*, std::allocator<Object*> >::_M_deallocate(Object**, unsigned long) [160]
-----------------------------------------------
                0.00    0.00   64826/64826       std::allocator<Vec3>::~allocator() [84]
[110]    0.0    0.00    0.00   64826         __gnu_cxx::new_allocator<Vec3>::~new_allocator() [110]
-----------------------------------------------
